split,seq_id,frame_idx,active_points_forward_sensor,road_count,marking_count,other_count,ignored_count,raw_8_count,raw_9_count,raw_10_count
training,021,56,62978,32541,791,29623,23,621,114,56
training,021,57,62855,32717,818,29291,29,616,124,78
training,021,58,63101,32784,772,29521,24,622,87,63
training,021,59,64623,33550,809,30239,25,623,120,66
training,021,60,63022,33483,867,28638,34,660,129,78
training,021,61,62061,32014,921,29091,35,658,178,85
training,021,62,61572,30658,908,29979,27,652,148,108
training,021,63,62425,30194,965,31242,24,662,192,111
training,021,64,61280,30239,997,30023,21,680,203,114
training,021,65,61359,30342,1057,29950,10,703,230,124
training,021,66,61715,30082,999,30615,19,699,153,147
training,021,67,63058,29396,1081,32565,16,702,212,167
training,021,68,61480,29020,1050,31401,9,685,193,172
training,021,69,61472,29257,1105,31093,17,670,229,206
training,021,70,62035,29724,1143,31139,29,667,242,234
training,021,71,63270,30135,1088,32016,31,667,190,231
training,021,72,61792,29832,1211,30737,12,646,293,272
training,021,73,62444,29774,1212,31445,13,617,267,328
training,021,74,62637,30225,1192,31208,12,617,214,361
training,021,75,63784,30234,1366,32170,14,605,369,392
training,021,76,62155,30099,1423,30619,14,599,353,471
training,021,77,62089,29896,1536,30645,12,600,394,542
training,021,78,61972,30018,1637,30293,24,599,418,620
training,021,79,63553,29937,1858,31728,30,593,523,742
training,023,0,60925,26922,566,33418,19,560,0,6
training,023,1,60925,26917,563,33425,20,558,0,5
training,023,2,61681,26764,642,34256,19,635,0,7
training,023,3,63037,27723,624,34667,23,617,0,7
training,023,4,65407,28668,533,36169,37,529,0,4
training,023,5,64498,28726,608,35143,21,602,0,6
training,023,6,64471,28306,651,35500,14,649,0,2
training,023,7,64183,27726,642,35791,24,642,0,0
training,023,8,65214,27192,682,37321,19,676,0,6
training,023,9,63944,26942,607,36376,19,601,0,6
training,023,10,64434,26732,498,37177,27,497,0,1
training,023,11,64214,26282,567,37327,38,566,0,1
training,023,12,66218,26300,626,39237,55,625,0,1
training,023,13,64743,26582,718,37405,38,718,0,0
training,023,14,64234,26788,598,36825,23,589,0,9
training,023,15,65560,26819,579,38146,16,570,0,9
training,023,16,63880,26421,645,36783,31,638,0,7
training,023,17,64019,26251,639,37095,34,635,0,4
training,023,18,64260,26154,732,37338,36,705,0,27
training,023,19,66751,26184,582,39950,35,563,0,19
training,023,20,65401,25618,602,39152,29,589,0,13
training,023,21,65136,24919,642,39529,46,599,0,43
training,023,22,65548,24857,620,40012,59,599,0,21
training,023,23,67536,25061,704,41716,55,663,0,41
training,023,24,65704,25410,582,39663,49,527,0,55
training,023,25,65407,25003,601,39736,67,538,0,63
training,023,26,65233,24462,695,40001,75,622,0,73
training,023,27,66797,24123,738,41859,77,612,0,126
training,023,28,64799,23774,747,40219,59,663,0,84
training,023,29,63725,23745,607,39313,60,505,0,102
training,023,30,64152,24048,614,39420,70,467,0,147
training,023,31,67355,24126,740,42460,29,540,0,200
training,023,32,66897,25327,756,40792,22,526,0,230
training,023,33,66531,25633,905,39964,29,614,0,291
training,023,34,66459,25850,916,39662,31,557,0,359
training,023,35,67962,25600,1145,41192,25,490,0,655
training,023,36,66559,25642,704,40166,47,562,0,142
training,023,37,66720,25475,666,40537,42,570,0,96
training,023,38,66850,25593,733,40488,36,638,0,95
training,023,39,68669,25655,784,42193,37,610,0,174
training,023,40,67022,25121,624,41240,37,517,0,107
training,023,41,67302,23907,593,42771,31,562,0,31
training,023,42,66035,23603,582,41829,21,556,0,26
training,023,43,67653,24159,652,42811,31,620,0,32
training,023,44,66977,25492,642,40821,22,577,0,65
training,023,45,67756,26966,608,40162,20,604,0,4
training,023,46,69515,26675,663,42148,29,649,0,14
training,023,47,67154,26182,688,40270,14,678,0,10
training,023,48,66921,25860,647,40395,19,622,0,25
training,023,49,66797,25867,552,40357,21,509,0,43
training,023,50,68569,26048,613,41883,25,585,0,28
training,023,51,67195,26190,725,40266,14,681,0,44
training,023,52,66816,26356,830,39603,27,741,0,89
training,023,53,66660,26505,703,39428,24,660,0,43
training,023,54,68164,26364,646,41142,12,568,0,78
training,023,55,66345,26188,666,39467,24,601,0,65
training,023,56,66547,25930,779,39824,14,646,0,133
training,023,57,66422,25701,738,39968,15,709,0,29
training,023,58,68223,25539,759,41909,16,728,0,31
training,023,59,66813,25796,631,40362,24,592,0,39
training,023,60,67371,26018,657,40671,25,584,0,73
training,023,61,67387,25972,638,40748,29,624,0,14
training,023,62,68656,25236,728,42665,27,728,0,0
training,023,63,66504,25418,790,40272,24,790,0,0
training,023,64,66632,26229,717,39668,18,717,0,0
training,023,65,66537,27451,644,38420,22,644,0,0
training,023,66,69485,28801,663,39999,22,663,0,0
training,023,67,67496,28656,746,38074,20,746,0,0
training,023,68,67123,27547,752,38807,17,752,0,0
training,023,69,66560,25880,635,40024,21,635,0,0
training,023,70,68319,25052,515,42727,25,515,0,0
training,023,71,66926,25388,563,40962,13,563,0,0
training,023,72,66300,25935,680,39670,15,680,0,0
training,023,73,66375,26298,702,39350,25,702,0,0
training,023,74,68060,25939,669,41430,22,669,0,0
training,023,75,66459,25414,567,40448,30,567,0,0
training,023,76,66038,24797,584,40645,12,584,0,0
training,023,77,66282,24647,696,40914,25,696,0,0
training,023,78,66586,25161,702,40700,23,702,0,0
training,023,79,66586,25134,710,40721,21,710,0,0
training,024,0,59630,29065,2424,28093,48,1598,329,497
training,024,1,61199,29900,2700,28561,38,1583,524,593
training,024,2,60507,31364,2832,26262,49,1655,679,498
training,024,3,60714,31212,3040,26436,26,1791,806,443
training,024,4,61082,30482,3500,27056,44,1999,1024,477
training,024,5,62737,29054,4758,28878,47,2211,2129,418
training,024,6,61826,30467,2923,28389,47,2359,0,564
training,024,7,61779,30116,2811,28826,26,2391,1,419
training,024,8,62037,30186,2815,29015,21,2377,0,438
training,024,9,63383,30267,2737,30344,35,2262,1,474
training,024,10,61581,29431,2719,29392,39,2088,1,630
training,024,11,60859,28195,2469,30162,33,1955,0,514
training,024,12,61223,28381,2511,30292,39,1971,0,540
training,024,13,62985,29933,2562,30454,36,2045,1,516
training,024,14,62391,31176,2678,28485,52,2144,0,534
training,024,15,61619,30560,2750,28241,68,2152,2,596
training,024,16,60702,29765,2892,27983,62,2197,3,692
training,024,17,62050,30724,2931,28356,39,2313,0,618
training,024,18,61652,31622,3100,26871,59,2406,1,693
training,024,19,61859,32200,3317,26287,55,2473,1,843
training,024,20,61935,32262,3432,26198,43,2471,2,959
training,024,21,62812,32191,3254,27293,74,2445,4,805
training,024,22,61223,31549,3293,26339,42,2356,5,932
training,024,23,60760,31253,3204,26275,28,2184,6,1014
training,024,24,60436,30768,3163,26452,53,2106,7,1050
training,024,25,60701,29936,3076,27646,43,1949,4,1123
training,024,26,58828,29206,2867,26698,57,1796,0,1071
training,024,27,59273,28962,2997,27264,50,1742,0,1255
training,024,28,59374,29255,3193,26876,50,1683,0,1510
training,024,29,61339,29322,3338,28627,52,1122,0,2216
training,024,30,62676,30509,3601,28513,53,651,1,2949
training,024,31,63710,33813,1436,28410,51,323,1,1112
training,024,32,65248,33608,1770,29820,50,399,0,1371
training,024,33,64008,32868,2192,28896,52,473,0,1719
training,024,34,63753,31913,2879,28897,64,617,0,2262
training,024,35,64072,31198,3882,28923,69,963,0,2919
training,024,36,65386,34217,1049,30050,70,1039,4,6
training,024,37,64204,34293,866,28991,54,854,6,6
training,024,38,64132,33726,838,29504,64,832,0,6
training,024,39,63689,32680,877,30087,45,865,8,4
training,024,40,64774,31727,943,32057,47,934,6,3
training,024,41,63824,32004,870,30922,28,860,6,4
training,024,42,64345,32732,802,30791,20,788,11,3
training,024,43,64569,33335,845,30365,24,828,5,12
training,024,44,65971,33486,896,31573,16,878,7,11
training,024,45,64593,33439,960,30178,16,936,20,4
training,024,46,64323,33245,999,30060,19,983,2,14
training,024,47,64027,33637,925,29441,24,900,17,8
training,024,48,64908,33813,979,30095,21,951,21,7
training,024,49,63078,34047,918,28090,23,896,3,19
training,024,50,62424,33447,914,28025,38,890,6,18
training,024,51,61884,32894,988,27962,40,962,7,19
training,024,52,62830,32598,919,29278,35,885,5,29
training,024,53,61396,32601,872,27900,23,830,6,36
training,024,54,61076,32415,881,27757,23,833,22,26
training,024,55,60532,32280,813,27415,24,785,9,19
training,024,56,61106,32034,894,28156,22,855,9,30
training,024,57,59473,31771,861,26806,35,810,8,43
training,024,58,59059,31649,779,26596,35,739,15,25
training,024,59,58421,31497,800,26052,72,763,0,37
training,024,60,59224,31778,803,26519,124,763,1,39
training,024,61,57954,32031,841,24956,126,782,1,58
training,024,62,56977,32437,795,23723,22,740,0,55
training,024,63,57553,32661,801,24068,23,754,0,47
training,024,64,56235,32740,848,22634,13,793,1,54
training,024,65,56126,32465,849,22798,14,783,17,49
training,024,66,55873,32139,984,22725,25,884,42,58
training,024,67,56820,32404,944,23450,22,858,36,50
training,024,68,56531,33153,908,22458,12,830,0,78
training,024,69,57323,34119,994,22198,12,900,31,63
training,024,70,57663,34692,1034,21915,22,939,14,81
training,024,71,58321,34818,1153,22322,28,995,50,108
training,024,72,57201,34397,1176,21616,12,1011,49,116
training,024,73,56752,34292,1159,21282,19,933,52,174
training,024,74,56360,34374,1173,20788,25,918,52,203
training,024,75,56554,34722,1212,20600,20,948,54,210
training,024,76,55918,34729,1275,19873,41,1006,54,215
training,024,77,55534,34536,1393,19568,37,1085,45,263
training,024,78,55204,34222,1358,19595,29,1034,52,272
training,024,79,55043,33892,1314,19801,36,1010,8,296
training,027,0,70262,16238,3097,50900,27,49,9,3039
training,027,1,72064,15337,3942,52750,35,62,8,3872
training,027,2,70418,15594,4604,50181,39,78,8,4518
training,027,3,69787,16345,4493,48897,52,99,9,4385
training,027,4,71127,17223,4200,49680,24,125,12,4063
training,027,5,68579,18339,4062,46157,21,170,8,3884
training,027,6,68769,19961,3776,45012,20,216,9,3551
training,027,7,71468,21998,3215,46221,34,277,8,2930
training,027,8,70808,24227,2521,44034,26,370,11,2140
training,027,9,71360,26302,1268,43764,26,407,8,853
training,027,10,73510,27019,993,45475,23,408,9,576
training,027,11,71591,27136,1037,43396,22,392,14,631
training,027,12,71820,27104,1127,43547,42,395,15,717
training,027,13,73825,27041,1235,45522,27,398,10,827
training,027,14,71682,26838,1383,43435,26,393,13,977
training,027,15,71887,26938,1412,43496,41,390,12,1010
training,027,16,73636,27136,1119,45352,29,386,12,721
training,027,17,71605,26947,939,43685,34,389,15,535
training,027,18,71689,26820,708,44110,51,385,14,309
training,027,19,73476,26529,575,46348,24,380,19,176
training,027,20,71427,25789,525,45081,32,377,12,136
training,027,21,73258,25482,466,47294,16,364,16,86
training,027,22,71068,25014,473,45554,27,358,20,95
training,027,23,71254,24928,461,45832,33,351,21,89
training,027,24,73027,24838,473,47685,31,343,22,108
training,027,25,71084,24723,479,45854,28,333,27,119
training,027,26,71307,24585,459,46235,28,322,28,109
training,027,27,73121,24178,431,48486,26,312,32,87
training,027,28,71085,24226,374,46447,38,308,32,34
training,027,29,71067,24170,336,46531,30,292,40,4
training,027,30,72749,24065,318,48327,39,276,42,0
training,027,31,70734,24160,294,46252,28,247,47,0
training,027,32,71050,24299,272,46450,29,222,50,0
training,027,33,72822,24068,245,48485,24,188,57,0
training,027,34,71096,24245,220,46614,17,165,55,0
training,027,35,70961,24218,181,46539,23,132,49,0
training,027,36,72814,24321,96,48364,33,58,38,0
training,027,37,70887,24608,0,46254,25,0,0,0
training,027,38,71210,24770,0,46425,15,0,0,0
training,027,39,73119,24523,0,48582,14,0,0,0
training,027,40,71106,24450,0,46642,14,0,0,0
training,027,41,71285,24531,0,46733,21,0,0,0
training,027,42,73158,24594,0,48555,9,0,0,0
training,027,43,71338,24962,0,46360,16,0,0,0
training,027,44,71514,25423,0,46071,20,0,0,0
training,027,45,73534,26006,0,47516,12,0,0,0
training,027,46,71587,26144,0,45428,15,0,0,0
training,027,47,71868,25902,0,45948,18,0,0,0
training,027,48,73564,25221,0,48319,24,0,0,0
training,027,49,71177,23628,0,47529,20,0,0,0
training,027,50,71434,23023,0,48384,27,0,0,0
training,027,51,73355,23149,0,50162,44,0,0,0
training,027,52,72128,25258,0,46852,18,0,0,0
training,027,53,74085,25804,0,48254,27,0,0,0
training,027,54,71938,25772,0,46146,20,0,0,0
training,027,55,71976,25714,0,46241,21,0,0,0
training,027,56,73806,25853,0,47923,30,0,0,0
training,027,57,71927,26059,0,45838,30,0,0,0
training,027,58,72190,26443,0,45712,35,0,0,0
training,027,59,74148,26884,0,47236,28,0,0,0
training,027,60,71672,27019,0,44625,28,0,0,0
training,027,61,71298,26754,0,44505,39,0,0,0
training,027,62,72764,26642,0,46073,49,0,0,0
training,027,63,71030,26633,0,44348,49,0,0,0
training,027,64,71342,26979,0,44316,47,0,0,0
training,027,65,73091,27184,0,45849,58,0,0,0
training,027,66,70750,26929,0,43802,19,0,0,0
training,027,67,70564,26529,0,44008,27,0,0,0
training,027,68,72060,26485,0,45552,23,0,0,0
training,027,69,70131,26585,0,43519,27,0,0,0
training,027,70,70541,26952,0,43565,24,0,0,0
training,027,71,72730,27633,0,45076,21,0,0,0
training,027,72,71195,27937,0,43240,18,0,0,0
training,027,73,71458,28006,0,43424,28,0,0,0
training,027,74,73350,28246,0,45086,18,0,0,0
training,027,75,71269,27901,0,43342,26,0,0,0
training,027,76,71342,27517,0,43796,29,0,0,0
training,027,77,73106,27303,0,45786,17,0,0,0
training,027,78,70976,26953,0,43998,25,0,0,0
training,027,79,71314,27053,0,44228,33,0,0,0
training,028,0,70343,21702,0,48319,322,0,0,0
training,028,1,71034,21096,2,49914,22,0,0,2
training,028,2,74132,20872,0,53241,19,0,0,0
training,028,3,72377,21081,2,51273,21,0,0,2
training,028,4,68240,22147,4,46007,82,0,0,4
training,028,5,67585,22656,0,44736,193,0,0,0
training,028,6,69838,22305,0,47418,115,0,0,0
training,028,7,68340,22338,1,45946,55,0,0,1
training,028,8,69710,22716,1,46961,32,0,0,1
training,028,9,71116,23165,0,47922,29,0,0,0
training,028,10,74410,23199,0,51171,40,0,0,0
training,028,11,71710,23059,0,48612,39,0,0,0
training,028,12,69731,22825,1,46876,29,0,0,1
training,028,13,68546,22757,0,45747,42,0,0,0
training,028,14,71492,22885,2,48560,45,0,0,2
training,028,15,70620,22870,4,47698,48,0,0,4
training,028,16,71707,22488,3,49150,66,0,0,3
training,028,17,69019,22152,2,46805,60,0,0,2
training,028,18,69273,22358,2,46859,54,0,0,2
training,028,19,66652,22570,5,44002,75,0,0,5
training,028,20,67640,22919,7,44667,47,0,0,7
training,028,21,69258,22884,1,46319,54,0,0,1
training,028,22,72172,21746,5,50350,71,0,0,5
training,028,23,66447,21817,8,44560,62,0,0,8
training,028,24,65901,22103,9,43607,182,0,0,9
training,028,25,65827,22603,3,43059,162,0,0,3
training,028,26,69786,23136,2,46547,101,0,0,2
training,028,27,69583,22720,11,46780,72,0,0,11
training,028,28,67500,21975,9,45468,48,0,0,9
training,028,29,65345,22005,7,43277,56,0,0,7
training,028,30,67279,22108,12,45073,86,0,0,12
training,028,31,67048,23564,9,43379,96,0,0,9
training,028,32,69953,24557,10,45349,37,0,0,10
training,028,33,71614,24662,10,46893,49,0,0,10
training,028,34,69128,23504,14,45560,50,0,0,14
training,028,35,68052,23253,8,44750,41,0,0,8
training,028,36,68324,23443,11,44803,67,0,0,11
training,028,37,72393,24039,16,48261,77,0,0,16
training,028,38,72555,24241,24,48260,30,0,0,24
training,028,39,70616,23761,11,46835,9,0,0,11
training,028,40,71944,23936,15,47977,16,0,0,15
training,028,41,68156,23697,21,44420,18,0,0,21
training,028,42,68094,23341,10,44698,45,0,0,10
training,028,43,68160,23751,5,44380,24,0,0,5
training,028,44,71781,23731,16,47992,42,0,0,16
training,028,45,71903,23797,13,48059,34,0,0,13
training,028,46,70220,24164,11,45974,71,0,0,11
training,028,47,69738,24438,23,45223,54,0,0,23
training,028,48,72367,25417,15,46868,67,0,0,15
training,028,49,71800,25896,18,45817,69,0,0,18
training,028,50,72102,25763,25,46255,59,0,0,25
training,028,51,74551,24973,20,49512,46,0,0,20
training,028,52,71670,24161,23,47449,37,0,0,23
training,028,53,69001,24739,29,44168,65,0,0,29
training,028,54,68495,24620,34,43745,96,0,0,34
training,028,55,71513,24667,28,46682,136,0,0,28
training,028,56,71182,24504,41,46580,57,0,0,41
training,028,57,72769,23935,51,48756,27,0,0,51
training,028,58,71194,23976,31,47129,58,0,0,31
training,028,59,72439,23768,55,48548,68,0,0,55
training,028,60,70368,23736,38,46536,58,0,0,38
training,028,61,70811,23774,56,46913,68,0,0,56
training,028,62,73742,22552,57,51036,97,0,0,57
training,028,63,72255,21543,59,50572,81,0,0,59
training,028,64,70058,22113,72,47769,104,0,0,72
training,028,65,69130,22668,76,46178,208,0,0,76
